"","setname","pvalue","estimate","exp","BH"
"106","GOBP_SPLICEOSOMAL_CONFORMATIONAL_CHANGES_TO_GENERATE_CATALYTIC_CONFORMATION",1,0,"DOWN",1
"107","GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION",1,0,"UP",1
"108","GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION",0.494330792070102,1.60666008333123,"DOWN",1
"109","GOBP_MRNA_5_SPLICE_SITE_RECOGNITION",1,0,"UP",1
"110","GOBP_MRNA_5_SPLICE_SITE_RECOGNITION",1,0,"DOWN",1
"111","GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION",0.724583356748083,0.415844040127701,"UP",1
"112","GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION",0.165216463809697,0,"DOWN",0.696769372206961
"113","GOBP_REGULATION_OF_HISTONE_H3_K36_METHYLATION",1,0,"UP",1
"114","GOBP_REGULATION_OF_HISTONE_H3_K36_METHYLATION",1,0,"DOWN",1
"115","GOBP_AUTOPHAGY_OF_MITOCHONDRION",0.48418934783358,0.57042991252978,"UP",1
"116","GOBP_AUTOPHAGY_OF_MITOCHONDRION",1,0.986159867277873,"DOWN",1
"117","GOBP_MITOPHAGY",0.256613291876883,0,"UP",0.867780059201345
"118","GOBP_MITOPHAGY",1,1.02213707990994,"DOWN",1
"119","GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_ITS1_TO_SEPARATE_SSU_RRNA_FROM_5_8S_RRNA_AND_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"UP",1
"120","GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_ITS1_TO_SEPARATE_SSU_RRNA_FROM_5_8S_RRNA_AND_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"DOWN",1
"121","GOBP_ENZYME_DIRECTED_RRNA_PSEUDOURIDINE_SYNTHESIS",1,0,"UP",1
"122","GOBP_ENZYME_DIRECTED_RRNA_PSEUDOURIDINE_SYNTHESIS",0.288854427918737,3.74962743332126,"DOWN",0.878171491804969
"123","GOBP_MATURATION_OF_5_8S_RRNA",0.26709603013706,0,"UP",0.878171491804969
"124","GOBP_MATURATION_OF_5_8S_RRNA",0.719194405360932,0.449190291387877,"DOWN",1
"125","GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",0.396868939193365,0,"UP",0.974666640601635
"126","GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",0.396868939193365,0,"DOWN",0.974666640601635
"127","GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"UP",1
"128","GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"DOWN",1
"129","GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",0.393161805028816,0,"UP",0.974666640601635
"130","GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0.661063075505724,"DOWN",1
"131","GOBP_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",0.252747410774734,0,"UP",0.867780059201345
"132","GOBP_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",1,0.534958557730797,"DOWN",1
"133","GOBP_MATURATION_OF_LSU_RRNA",0.396868939193365,0,"UP",0.974666640601635
"134","GOBP_MATURATION_OF_LSU_RRNA",0.396868939193365,0,"DOWN",0.974666640601635
"135","GOBP_ENDONUCLEOLYTIC_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",1,0,"UP",1
"136","GOBP_ENDONUCLEOLYTIC_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",1,0,"DOWN",1
"137","GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_5_ETS_OF_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"UP",1
"138","GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_5_ETS_OF_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"DOWN",1
"139","GOBP_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX_ASSEMBLY",1,0,"UP",1
"140","GOBP_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX_ASSEMBLY",1,0,"DOWN",1
"141","GOBP_BOX_C_D_SNORNP_ASSEMBLY",1,0,"UP",1
"142","GOBP_BOX_C_D_SNORNP_ASSEMBLY",1,0,"DOWN",1
"143","GOBP_EMBRYONIC_AXIS_SPECIFICATION",0.719194405360932,0.449190291387877,"UP",1
"144","GOBP_EMBRYONIC_AXIS_SPECIFICATION",0.158246517037942,2.0482209357696,"DOWN",0.691921088788849
"145","GOBP_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES",1,0,"UP",1
"146","GOBP_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES",0.608470636620439,1.12440518665235,"DOWN",1
"147","GOBP_TELOMERE_MAINTENANCE_VIA_RECOMBINATION",0.62209555490316,0,"UP",1
"148","GOBP_TELOMERE_MAINTENANCE_VIA_RECOMBINATION",1,0.864712634304845,"DOWN",1
"149","GOBP_TELOMERE_MAINTENANCE",0.00303753387933233,0.11268720638785,"UP",0.0530085788450342
"150","GOBP_TELOMERE_MAINTENANCE",0.143486984302716,0.466344879996551,"DOWN",0.651484771155326
"151","GOBP_RECOMBINATIONAL_REPAIR",0.00150279429388989,0.0986020751591438,"UP",0.0317080451217903
"152","GOBP_RECOMBINATIONAL_REPAIR",0.304902302319131,0.622384955563413,"DOWN",0.920770430751517
"153","GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_BREAK_INDUCED_REPLICATION",1,0,"UP",1
"154","GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_BREAK_INDUCED_REPLICATION",1,0,"DOWN",1
"155","GOBP_DNA_DOUBLE_STRAND_BREAK_PROCESSING",0.617875092372219,0,"UP",1
"156","GOBP_DNA_DOUBLE_STRAND_BREAK_PROCESSING",0.287748566405479,2.04612084234841,"DOWN",0.878171491804969
"157","GOBP_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR",0.167321591826753,0,"UP",0.702230864709253
"158","GOBP_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR",0.510504000856665,1.29813152468266,"DOWN",1
"159","GOBP_DNA_CATABOLIC_PROCESS_ENDONUCLEOLYTIC",0.628178896904532,0,"UP",1
"160","GOBP_DNA_CATABOLIC_PROCESS_ENDONUCLEOLYTIC",0.118298002569241,2.81573663593671,"DOWN",0.583163325715448
"161","GOBP_DNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",1,0,"UP",1
"162","GOBP_DNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",1,0,"DOWN",1
"163","GOBP_SISTER_CHROMATID_SEGREGATION",2.60743498327599e-06,0,"UP",0.000183881618278216
"164","GOBP_SISTER_CHROMATID_SEGREGATION",0.662721227867765,0.83379711354755,"DOWN",1
"165","GOBP_REGULATION_OF_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS",0.0564349256452629,7.50575102287747,"UP",0.372603044469708
"166","GOBP_REGULATION_OF_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS",0.346959303487106,2.81210511360904,"DOWN",0.958457223442538
"167","GOBP_CELL_MORPHOGENESIS",2.98905379069018e-13,2.31167841403859,"UP",1.00297217841159e-10
"168","GOBP_CELL_MORPHOGENESIS",0.00103360753278646,0.582252541702275,"DOWN",0.0240796988937173
"169","GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION",9.98404126915674e-10,2.27582621483346,"UP",1.76023724206387e-07
"170","GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION",0.00385910649117623,0.565122449058548,"DOWN",0.0644858244517512
"171","GOBP_CYTOKINESIS",0.500251126602158,0.694375008152666,"UP",1
"172","GOBP_CYTOKINESIS",0.129888578673384,0.486290751789409,"DOWN",0.622053865267284
"173","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS",0.00303753387933233,0.11268720638785,"UP",0.0530085788450342
"174","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS",0.355819634734739,0.589723963964535,"DOWN",0.970561384688804
"175","GOBP_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",1,0,"UP",1
"176","GOBP_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",1,0,"DOWN",1
"177","GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS",0.0464827549659557,0,"UP",0.340982804764366
"178","GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS",0.151960672192633,1.87887757508883,"DOWN",0.68354374579363
"179","GOBP_REGULATION_OF_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",1,0,"UP",1
"180","GOBP_REGULATION_OF_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",1,0,"DOWN",1
"181","GOBP_MITOCHONDRIAL_RNA_PROCESSING",0.635792897903478,0,"UP",1
"182","GOBP_MITOCHONDRIAL_RNA_PROCESSING",1,0.749277242744617,"DOWN",1
"183","GOBP_MITOCHONDRIAL_RNA_3_END_PROCESSING",1,0,"UP",1
"184","GOBP_MITOCHONDRIAL_RNA_3_END_PROCESSING",1,0,"DOWN",1
"185","GOBP_RNA_5_END_PROCESSING",0.635792897903478,0,"UP",1
"186","GOBP_RNA_5_END_PROCESSING",0.635792897903478,0,"DOWN",1
"187","GOBP_RRNA_5_END_PROCESSING",1,0,"UP",1
"188","GOBP_RRNA_5_END_PROCESSING",1,0,"DOWN",1
"189","GOBP_TRANSCRIPTION_DEPENDENT_TETHERING_OF_RNA_POLYMERASE_II_GENE_DNA_AT_NUCLEAR_PERIPHERY",1,0,"UP",1
"190","GOBP_TRANSCRIPTION_DEPENDENT_TETHERING_OF_RNA_POLYMERASE_II_GENE_DNA_AT_NUCLEAR_PERIPHERY",1,0,"DOWN",1
"191","GOBP_RESPONSE_TO_ACID_CHEMICAL",0.00209989242948225,2.44367060370541,"UP",0.0408663817614113
"192","GOBP_RESPONSE_TO_ACID_CHEMICAL",0.706351433531966,0.74801259275878,"DOWN",1
"193","GOBP_RNA_POLYMERASE_I_PREINITIATION_COMPLEX_ASSEMBLY",1,0,"UP",1
"194","GOBP_RNA_POLYMERASE_I_PREINITIATION_COMPLEX_ASSEMBLY",1,0,"DOWN",1
"195","GOBP_FORMATION_OF_EXTRACHROMOSOMAL_CIRCULAR_DNA",0.61589663501024,0,"UP",1
"196","GOBP_FORMATION_OF_EXTRACHROMOSOMAL_CIRCULAR_DNA",1,1.02211493319073,"DOWN",1
"197","GOBP_GUANINE_NUCLEOTIDE_TRANSPORT",0.449326412581859,1.87448776163282,"UP",1
"198","GOBP_GUANINE_NUCLEOTIDE_TRANSPORT",1,0,"DOWN",1
"199","GOBP_SKELETAL_SYSTEM_DEVELOPMENT",2.44396880080376e-17,3.35855857428682,"UP",1.95555103584313e-14
"200","GOBP_SKELETAL_SYSTEM_DEVELOPMENT",0.00297305418045715,0.488770054062211,"DOWN",0.0522393742991812
"201","GOBP_OSSIFICATION",1.04444385507045e-16,3.61790007465071,"UP",6.79019061277676e-14
"202","GOBP_OSSIFICATION",0.0914788735465939,0.650897605204142,"DOWN",0.510084825854554
"203","GOBP_NEUROTRANSMITTER_UPTAKE",0.419102498774621,1.77743390351142,"UP",0.997598213330345
"204","GOBP_NEUROTRANSMITTER_UPTAKE",1,0.534958557730797,"DOWN",1
"205","GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS",0.504010257048513,1.2292365056191,"UP",1
"206","GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS",0.504010257048513,1.2292365056191,"DOWN",1
"207","GOBP_ACTION_POTENTIAL",0.313515646083535,1.38957867925884,"UP",0.943631293565084
"208","GOBP_ACTION_POTENTIAL",0.219066528897722,1.56711460738366,"DOWN",0.817466559533352
"209","GOBP_RNA_METHYLATION",0.013438125969543,0,"UP",0.153373560080783
"210","GOBP_RNA_METHYLATION",0.625802375552724,0.62352565939214,"DOWN",1
"211","GOBP_PSEUDOURIDINE_SYNTHESIS",0.617875092372219,0,"UP",1
"212","GOBP_PSEUDOURIDINE_SYNTHESIS",0.287748566405479,2.04612084234841,"DOWN",0.878171491804969
"213","GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY",1,0.956680138882247,"UP",1
"214","GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY",0.606740823073303,1.22315806304447,"DOWN",1
"215","GOBP_OVARIAN_FOLLICLE_DEVELOPMENT",0.0211146271463217,2.82304321746311,"UP",0.207393462361937
"216","GOBP_OVARIAN_FOLLICLE_DEVELOPMENT",0.361314063179041,0.330025589059202,"DOWN",0.974666640601635
"217","GOBP_OVULATION_FROM_OVARIAN_FOLLICLE",0.0222674120291463,6.7614081149032,"UP",0.213185108078398
"218","GOBP_OVULATION_FROM_OVARIAN_FOLLICLE",1,0,"DOWN",1
"219","GOBP_ANTRAL_OVARIAN_FOLLICLE_GROWTH",0.449326412581859,1.87448776163282,"UP",1
"220","GOBP_ANTRAL_OVARIAN_FOLLICLE_GROWTH",1,0,"DOWN",1
"221","GOBP_LUTEINIZATION",0.0039912718662134,9.02302386671733,"UP",0.0654329550076466
"222","GOBP_LUTEINIZATION",1,0,"DOWN",1
"223","GOBP_LUTEOLYSIS",0.014805833849305,8.45145569926188,"UP",0.161860518865445
"224","GOBP_LUTEOLYSIS",1,0,"DOWN",1
"225","GOBP_OOCYTE_MATURATION",1,0.702380973579045,"UP",1
"226","GOBP_OOCYTE_MATURATION",1,0.702380973579045,"DOWN",1
"227","GOBP_FATTY_ACID_ALPHA_OXIDATION",1,0,"UP",1
"228","GOBP_FATTY_ACID_ALPHA_OXIDATION",0.0801507169072339,5.62840286134612,"DOWN",0.469573504516501
"229","GOBP_RESPONSE_TO_PROTOZOAN",1,0.864712634304845,"UP",1
"230","GOBP_RESPONSE_TO_PROTOZOAN",0.62209555490316,0,"DOWN",1
"231","GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS",0.00308119877867755,4.3952584218001,"UP",0.0536412212482073
"232","GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS",0.717738975294107,0.467947473654423,"DOWN",1
"233","GOBP_VASCULOGENESIS",0.000871261567602968,2.99744391271874,"UP",0.0210764251772234
